Concorso  Data	Bari			Cagliari		Firenze			Genova			Milano			Napoli			Palermo			Roma			Torino			Venezia			Nazionale	
134	22/08/2025	77 43 54 27 51 	22 61 76 27 13 	75 82 78 15 80 	18 28 60 37 50 	84 6 90 36 40 	47 9 53 65 14 	74 29 40 50 30 	79 5 15 8 26 	3 2 60 27 26 	59 14 32 70 36 	48 9 4 88 52 	
133	21/08/2025	41 55 23 9 54 	52 26 51 34 47 	23 78 17 35 86 	82 15 7 44 70 	19 86 22 77 73 	39 48 82 70 15 	5 25 88 54 87 	54 19 24 62 9 	29 83 49 59 74 	65 1 45 72 55 	10 60 88 55 37 	
132	19/08/2025	85 16 32 30 28 	53 60 46 12 87 	58 62 66 38 33 	13 24 60 57 79 	22 13 38 24 7 	2 12 51 16 86 	88 6 26 2 76 	73 70 81 51 36 	1 14 62 5 70 	84 63 72 40 22 	57 24 30 68 9 	
131	18/08/2025	44 29 37 32 11 	15 71 24 58 86 	18 20 1 27 36 	20 42 82 30 83 	2 37 88 15 14 	18 45 77 72 41 	16 15 21 47 31 	14 1 59 39 9 	43 14 11 17 8 	76 46 35 28 39 	22 46 60 62 40 	
130	16/08/2025	22 86 27 44 2 	38 11 60 69 27 	45 54 37 35 41 	53 46 12 18 13 	9 61 13 86 70 	54 57 34 70 35 	40 25 24 67 74 	66 30 54 56 24 	17 75 55 13 19 	78 17 12 85 90 	72 1 46 50 52 	
129	14/08/2025	86 54 27 49 68 	29 79 63 87 34 	63 43 77 65 41 	1 4 28 19 76 	77 29 38 12 86 	85 83 52 63 37 	56 57 50 62 52 	48 29 1 41 43 	81 79 19 53 48 	56 27 1 45 79 	28 75 74 89 62 	
128	12/08/2025	24 68 73 16 76 	78 24 82 32 90 	39 46 21 45 28 	50 3 21 64 9 	85 44 38 43 34 	12 16 56 61 3 	75 64 34 25 28 	55 29 43 6 64 	38 60 90 53 82 	12 75 34 67 77 	70 17 25 41 57 	
127	09/08/2025	55 17 81 3 1 	75 84 6 34 27 	30 74 59 61 62 	20 38 86 27 59 	11 83 82 86 37 	11 64 37 17 67 	33 80 84 83 46 	51 68 37 90 42 	65 42 35 85 14 	32 38 86 20 77 	71 85 5 10 61 	
126	08/08/2025	90 36 15 60 32 	59 7 56 33 6 	72 37 25 10 18 	8 87 41 48 71 	86 33 82 27 34 	86 9 60 5 57 	53 63 81 88 13 	56 51 65 35 90 	10 84 77 28 18 	26 33 67 35 81 	7 54 46 8 34 	
125	07/08/2025	22 21 64 60 55 	24 82 80 52 27 	85 68 6 58 33 	72 86 50 80 22 	79 87 2 38 89 	84 60 64 16 32 	2 38 1 58 67 	42 28 65 69 70 	76 68 39 11 44 	13 7 81 1 53 	76 43 32 11 19 	
124	05/08/2025	57 24 52 53 56 	43 12 64 58 22 	55 5 51 58 87 	19 80 76 75 71 	52 44 86 33 2 	28 67 29 51 53 	73 90 46 51 80 	42 30 62 2 12 	49 61 56 11 10 	66 79 83 12 7 	47 16 32 66 64 	
123	02/08/2025	65 6 49 14 1 	16 20 15 28 45 	39 10 83 9 16 	52 74 79 63 59 	44 88 57 34 80 	20 29 78 84 79 	76 68 60 64 2 	80 84 27 78 57 	25 50 41 49 69 	85 33 60 45 84 	5 2 64 79 37 	
122	01/08/2025	38 2 68 33 79 	21 78 83 22 55 	63 14 72 28 16 	21 46 17 40 39 	49 60 17 77 63 	90 5 77 74 53 	16 61 43 37 90 	40 45 27 57 32 	62 57 26 82 61 	6 46 68 32 29 	71 36 6 32 15 	
121	31/07/2025	42 35 89 51 34 	54 34 2 77 57 	73 1 7 15 4 	71 28 17 3 67 	72 37 26 9 63 	4 46 83 68 31 	62 18 36 34 52 	37 44 49 67 32 	51 17 56 48 41 	36 4 85 81 41 	8 52 1 24 5 	
120	29/07/2025	83 52 44 45 1 	28 75 63 9 44 	73 36 45 35 87 	43 72 13 34 85 	36 52 50 41 10 	73 16 23 27 48 	70 53 74 58 48 	57 40 45 47 32 	70 13 85 75 69 	56 35 72 66 20 	81 25 45 54 32 	
119	26/07/2025	81 9 5 54 10 	56 7 45 69 64 	39 16 56 29 9 	67 12 55 74 4 	40 30 44 63 27 	63 7 74 86 81 	80 34 16 27 53 	8 78 43 3 52 	38 84 47 57 20 	88 70 85 65 24 	36 9 43 55 10 	
118	25/07/2025	53 75 6 8 43 	62 52 59 55 72 	54 13 56 14 62 	7 84 21 58 20 	27 28 62 61 4 	16 43 31 68 50 	72 34 60 40 66 	46 72 66 36 11 	77 29 23 11 48 	24 77 41 48 21 	70 83 17 40 71 	
117	24/07/2025	71 27 87 61 39 	69 17 79 9 4 	32 13 25 58 22 	24 41 61 66 16 	55 59 33 80 38 	18 52 32 12 72 	49 77 78 90 60 	35 4 30 2 44 	19 79 56 77 26 	82 59 68 24 21 	81 32 19 60 38 	
116	22/07/2025	29 3 79 27 86 	22 54 55 50 29 	52 38 30 29 83 	8 62 20 69 26 	17 45 55 67 73 	64 39 35 62 2 	84 33 60 43 28 	33 79 27 41 81 	35 58 38 70 56 	64 11 7 57 27 	53 15 38 52 66 	
115	19/07/2025	70 37 36 68 1 	57 2 64 33 41 	18 62 9 5 6 	36 10 74 37 42 	39 7 58 23 22 	18 69 28 36 40 	71 66 72 64 23 	19 64 39 77 10 	83 63 71 8 72 	51 83 26 50 74 	89 81 63 32 3 	
114	18/07/2025	48 38 1 78 24 	87 33 22 13 19 	14 27 71 11 50 	40 14 77 76 17 	26 17 90 64 69 	40 89 6 23 84 	62 51 36 86 26 	76 33 75 83 47 	83 19 82 79 89 	20 31 13 12 87 	74 29 28 32 78 	
113	17/07/2025	22 33 4 68 47 	9 52 27 21 47 	5 33 72 17 8 	76 67 65 68 45 	75 52 46 34 22 	40 23 71 12 22 	44 89 39 1 31 	89 4 5 82 26 	5 59 85 88 24 	69 45 75 44 30 	28 85 16 3 83 	
112	15/07/2025	60 18 12 57 28 	20 26 81 55 18 	28 59 46 83 81 	32 57 9 41 17 	58 31 49 38 63 	36 58 57 45 59 	3 5 48 86 62 	47 18 1 23 79 	56 34 49 89 90 	46 44 52 82 78 	16 36 15 13 60 	
111	12/07/2025	67 30 66 89 47 	6 66 33 32 37 	43 25 78 21 23 	34 20 85 52 33 	36 19 2 70 77 	21 72 74 15 53 	32 8 37 2 86 	27 32 12 67 6 	45 47 8 13 32 	29 34 19 51 53 	34 18 56 47 85 	
110	11/07/2025	39 28 27 1 80 	54 79 69 43 61 	62 60 86 80 5 	45 10 42 79 84 	28 59 23 46 11 	1 55 52 50 39 	75 17 74 82 54 	38 13 79 25 44 	68 29 26 40 6 	46 84 64 27 67 	72 77 46 61 23 	
109	10/07/2025	85 25 24 62 28 	51 7 79 73 36 	80 63 59 47 5 	26 50 73 18 76 	86 12 75 13 68 	21 46 89 28 87 	84 49 44 17 10 	50 40 68 65 82 	29 52 2 60 65 	81 21 64 1 9 	30 56 86 68 34 	
108	08/07/2025	29 56 53 47 86 	31 25 53 71 76 	24 12 70 90 16 	84 79 48 81 51 	54 73 46 53 64 	64 48 73 81 47 	5 60 43 63 33 	15 82 55 13 68 	83 13 39 53 74 	52 66 24 8 41 	76 14 90 9 12 	
107	05/07/2025	25 89 22 77 56 	5 87 46 70 49 	17 85 66 59 54 	90 65 7 44 62 	60 84 26 78 43 	71 78 86 76 84 	23 42 82 60 88 	86 60 85 19 1 	59 30 54 29 60 	90 20 71 3 81 	70 36 74 27 38 	
106	04/07/2025	8 45 67 28 3 	70 57 26 88 80 	83 77 22 86 67 	4 20 78 36 47 	12 53 34 18 57 	7 19 35 75 10 	6 65 11 7 23 	1 53 48 80 46 	30 44 71 5 21 	45 67 14 44 40 	22 27 5 18 67 	
105	03/07/2025	33 40 47 65 61 	78 19 74 44 5 	46 50 38 79 19 	72 48 47 66 34 	11 19 37 61 16 	66 85 20 29 74 	46 10 66 76 35 	34 66 75 79 74 	27 33 40 59 10 	50 26 68 7 30 	4 17 74 46 41 	
104	01/07/2025	71 66 48 42 76 	84 70 23 69 43 	50 21 30 11 69 	89 41 50 80 67 	41 59 67 3 60 	87 63 51 42 7 	56 87 76 27 9 	41 26 50 22 77 	36 83 80 65 5 	45 77 76 81 71 	72 6 3 8 7 	
103	28/06/2025	41 76 54 4 17 	34 52 84 54 55 	21 60 89 51 3 	36 40 46 3 73 	32 80 1 68 12 	63 34 22 85 10 	21 85 64 15 65 	48 25 42 47 50 	51 25 14 20 28 	82 48 73 53 29 	46 55 10 32 44 	
102	27/06/2025	58 46 56 32 25 	63 90 78 40 1 	82 64 40 5 80 	55 69 37 68 8 	26 7 10 29 81 	79 87 88 65 89 	79 20 71 40 49 	69 79 57 26 39 	48 75 18 84 6 	37 23 18 63 1 	65 37 76 39 62 	
101	26/06/2025	46 67 85 51 41 	31 19 78 28 58 	24 63 44 61 71 	76 74 77 65 58 	66 50 73 67 75 	24 14 33 11 31 	35 34 78 19 6 	53 7 19 36 85 	67 66 87 10 81 	14 3 67 49 17 	2 31 11 77 74 	
100	24/06/2025	4 7 49 65 47 	30 46 61 75 29 	4 78 31 54 85 	54 6 65 52 87 	71 67 80 20 70 	48 51 8 27 73 	17 33 62 21 48 	70 20 45 61 19 	60 88 1 8 15 	43 31 83 70 87 	11 44 34 60 1 	
99	21/06/2025	7 3 45 25 5 	20 73 88 50 15 	4 19 9 52 55 	21 47 65 53 24 	11 64 70 67 51 	59 66 83 33 3 	61 74 28 62 4 	25 29 15 54 44 	34 22 30 59 28 	42 75 6 83 84 	36 67 41 54 56 	
98	20/06/2025	33 1 29 44 22 	44 19 9 33 1 	68 14 30 61 5 	44 53 24 79 62 	62 72 7 21 37 	48 39 29 85 11 	12 50 29 76 75 	89 2 62 78 23 	16 45 27 23 13 	36 77 81 9 73 	17 18 1 47 88 	
97	19/06/2025	32 64 67 30 17 	39 56 77 12 35 	11 16 59 72 2 	80 79 5 3 33 	9 87 23 88 82 	56 74 85 16 61 	84 21 8 18 85 	71 84 20 54 86 	28 36 68 49 53 	14 45 39 43 42 	73 11 46 20 26 	
96	17/06/2025	50 69 29 20 42 	90 18 15 24 70 	1 53 24 25 36 	89 49 67 5 30 	17 16 53 87 56 	78 28 67 30 55 	8 69 5 85 22 	28 76 19 77 17 	71 56 3 15 9 	57 82 76 52 62 	83 49 7 12 13 	
95	14/06/2025	43 28 11 4 79 	44 24 17 54 40 	51 68 85 5 58 	35 40 22 31 45 	84 30 47 28 85 	12 6 24 83 82 	66 3 88 41 45 	15 77 68 70 59 	81 25 6 33 77 	77 79 12 49 87 	1 84 11 31 45 	
94	13/06/2025	51 31 66 49 1 	64 5 11 31 84 	61 56 4 64 45 	47 16 74 79 12 	31 90 8 40 19 	20 73 56 22 82 	28 2 25 39 6 	53 38 88 45 74 	54 40 81 78 1 	4 50 61 39 62 	67 43 87 38 54 	
93	12/06/2025	26 16 67 8 12 	67 31 37 76 80 	3 63 28 9 43 	68 38 53 86 85 	66 41 88 7 53 	11 32 9 24 79 	7 44 76 30 35 	3 64 30 65 29 	40 46 31 32 39 	88 67 46 4 51 	76 67 49 34 56 	
92	10/06/2025	48 32 74 59 8 	77 73 72 18 66 	56 33 86 23 75 	81 29 70 25 28 	27 21 87 88 90 	80 57 86 24 43 	47 30 37 69 27 	57 51 16 18 50 	61 11 12 83 33 	11 21 53 74 39 	29 48 42 83 81 	
91	07/06/2025	76 1 50 74 87 	13 76 67 43 59 	37 17 71 48 23 	54 58 44 48 46 	48 9 86 77 44 	38 25 17 19 82 	81 66 78 72 5 	70 27 83 44 71 	79 86 53 3 89 	78 18 33 79 38 	49 63 48 86 68 	
90	06/06/2025	40 88 30 9 66 	76 30 5 9 70 	22 67 41 85 63 	57 23 30 89 60 	26 45 77 70 22 	1 71 32 7 41 	13 11 86 34 76 	67 81 23 72 47 	42 73 40 61 15 	90 23 22 79 34 	34 72 33 1 53 	
89	05/06/2025	51 33 47 36 70 	87 26 89 38 3 	37 79 2 31 23 	71 88 43 72 73 	47 16 71 30 10 	32 76 41 29 25 	24 33 65 13 62 	53 10 40 59 72 	85 22 87 84 60 	8 71 25 80 70 	67 48 86 62 13 	
88	03/06/2025	22 6 19 70 35 	63 52 4 64 43 	77 56 88 38 21 	40 86 56 32 74 	36 42 1 33 67 	63 6 37 46 64 	85 66 17 42 41 	49 88 3 80 57 	38 42 43 53 69 	50 16 55 31 32 	28 11 73 72 52 	
87	31/05/2025	72 1 7 20 16 	39 4 81 79 9 	87 73 57 72 63 	80 81 32 30 75 	7 63 39 57 64 	47 6 11 26 66 	4 81 15 76 48 	84 15 52 56 25 	12 34 6 54 26 	44 86 74 48 80 	44 77 11 58 62 	
86	30/05/2025	72 7 4 37 54 	15 27 54 33 16 	35 54 20 80 2 	25 76 44 21 87 	59 44 88 77 63 	35 90 85 60 12 	49 61 8 32 11 	37 40 3 6 58 	21 46 55 24 25 	58 28 42 19 35 	74 42 32 87 60 	
85	29/05/2025	45 10 60 68 59 	4 31 24 61 63 	71 59 65 53 46 	21 26 50 63 86 	46 52 45 21 15 	88 90 17 46 12 	31 40 71 32 12 	86 81 41 12 19 	75 32 64 46 4 	26 65 38 56 60 	16 55 64 57 12 	
84	27/05/2025	15 61 19 34 80 	69 10 33 22 25 	18 55 30 29 78 	64 18 35 56 57 	41 86 61 17 89 	87 31 27 57 16 	31 69 53 64 14 	14 24 2 8 29 	83 4 79 49 27 	19 57 53 10 33 	14 68 86 56 58 	
83	24/05/2025	72 84 53 64 12 	63 59 22 39 65 	69 78 13 20 61 	62 48 82 3 65 	44 66 4 21 40 	13 70 3 38 45 	52 18 4 69 70 	12 34 17 7 79 	27 44 49 5 32 	72 62 87 34 2 	32 65 12 30 18 	
82	23/05/2025	39 64 33 15 3 	6 77 64 63 30 	37 88 61 14 10 	73 18 41 7 80 	70 78 77 79 52 	33 44 39 1 22 	25 45 15 39 73 	4 15 82 41 6 	30 9 18 13 10 	15 61 84 52 64 	66 71 61 35 80 	
81	22/05/2025	8 7 31 78 34 	71 28 69 48 61 	1 36 18 17 16 	7 66 39 27 1 	66 89 65 42 78 	49 1 83 38 43 	50 57 85 79 66 	8 52 58 60 13 	37 7 27 32 24 	21 19 9 33 11 	3 49 6 45 22 	
80	20/05/2025	12 60 87 1 2 	36 24 53 35 16 	55 51 21 18 35 	5 31 25 82 45 	81 45 88 35 31 	11 54 68 70 82 	74 69 90 57 25 	57 9 16 54 79 	24 7 88 51 79 	41 13 7 56 19 	81 12 83 76 1 	
79	17/05/2025	60 7 68 18 42 	49 48 45 64 61 	43 33 58 8 59 	4 3 39 30 28 	13 10 12 6 60 	14 48 6 45 81 	44 35 23 6 49 	17 63 26 16 57 	58 26 43 34 8 	27 3 55 65 23 	52 53 58 30 26 	
78	16/05/2025	54 80 10 25 62 	36 9 69 14 52 	76 81 75 68 90 	38 72 64 63 43 	19 68 80 39 46 	9 90 74 75 76 	5 17 56 53 54 	90 37 41 68 23 	72 26 58 59 48 	36 75 84 10 63 	81 66 17 9 35 	
77	15/05/2025	75 59 15 72 63 	76 52 9 25 37 	40 82 70 19 90 	32 60 13 19 27 	61 66 60 27 32 	27 59 39 66 58 	9 8 25 34 71 	78 11 10 64 58 	13 50 42 45 40 	87 32 66 30 73 	9 62 43 23 49 	
76	13/05/2025	57 8 71 83 65 	6 43 60 53 65 	4 76 30 20 73 	11 50 61 23 49 	54 50 3 34 37 	63 17 76 85 7 	6 68 35 31 13 	63 15 57 82 3 	60 30 87 63 3 	52 43 17 14 25 	59 51 84 75 6 	
75	10/05/2025	13 59 6 79 87 	72 15 60 8 41 	33 12 20 40 43 	46 1 70 16 19 	69 55 2 44 20 	33 10 38 87 72 	79 55 11 62 10 	43 29 79 5 31 	25 26 61 75 63 	47 33 64 31 20 	56 46 38 41 74 	
74	09/05/2025	23 87 53 62 33 	16 38 41 62 87 	19 52 85 23 13 	1 61 85 60 48 	87 80 7 41 50 	53 32 83 31 78 	12 58 56 50 82 	6 48 17 12 75 	89 26 30 1 20 	32 21 20 82 49 	68 44 32 49 83 	
73	08/05/2025	87 43 9 33 5 	40 13 86 28 56 	71 66 87 8 30 	72 38 29 22 40 	71 12 15 39 75 	9 71 20 53 10 	88 58 80 85 15 	32 1 25 16 82 	78 89 72 60 55 	68 27 44 54 67 	9 35 40 16 36 	
72	06/05/2025	6 44 88 74 39 	72 46 55 69 7 	84 82 56 39 5 	77 53 57 42 49 	40 71 11 2 64 	12 78 75 59 38 	16 47 26 56 5 	20 19 55 1 72 	54 83 78 71 41 	71 41 55 35 63 	46 52 67 78 59 	
71	05/05/2025	62 19 47 49 66 	59 73 56 14 29 	21 36 80 15 87 	66 36 20 63 83 	88 60 4 34 5 	70 36 85 44 4 	41 75 63 59 20 	19 53 63 18 9 	38 47 6 69 82 	78 87 31 6 13 	60 42 79 67 64 	
70	03/05/2025	31 33 53 57 73 	40 20 72 19 16 	71 44 61 70 46 	50 36 59 25 46 	70 85 38 83 1 	28 55 58 48 24 	14 62 40 12 53 	65 36 39 57 25 	27 43 66 22 34 	9 45 58 90 66 	68 89 14 39 25 	
69	02/05/2025	71 9 3 80 50 	32 75 30 70 40 	72 16 32 70 90 	33 34 60 75 59 	23 82 28 3 41 	87 26 22 77 39 	53 11 16 22 48 	20 31 84 79 40 	79 78 27 4 51 	20 36 76 17 88 	15 22 51 27 18 	
68	29/04/2025	3 7 32 5 33 	66 62 27 39 26 	7 41 70 75 53 	10 26 64 44 74 	30 76 66 51 65 	56 80 34 11 29 	74 37 48 13 38 	2 21 18 51 68 	64 6 32 88 54 	66 1 11 74 54 	65 63 50 55 33 	
67	28/04/2025	62 48 68 64 35 	50 54 70 90 64 	56 43 77 70 22 	56 80 78 87 10 	80 77 60 22 79 	40 16 28 64 18 	5 41 90 6 68 	54 22 82 89 80 	72 21 25 16 70 	35 68 75 3 30 	76 44 20 70 67 	
66	26/04/2025	23 30 43 69 25 	63 73 2 18 12 	38 11 13 32 15 	9 27 84 16 11 	73 30 70 60 2 	60 81 5 79 89 	26 28 69 7 31 	82 38 76 44 31 	5 62 73 46 84 	42 14 45 35 52 	48 80 78 16 23 	
65	24/04/2025	80 69 75 58 16 	88 5 51 65 75 	74 65 19 47 42 	87 89 22 32 26 	27 13 15 56 23 	24 87 62 41 28 	76 20 33 62 35 	80 23 84 15 85 	78 34 18 41 62 	5 84 83 31 46 	72 69 25 54 64 	
64	22/04/2025	39 13 47 80 31 	36 31 58 61 21 	12 5 37 89 13 	18 27 51 59 64 	77 70 24 35 85 	65 12 9 35 24 	1 71 40 83 31 	86 67 28 73 75 	17 89 52 21 62 	51 65 3 40 74 	74 50 49 72 12 	
63	19/04/2025	7 69 74 13 55 	17 61 18 27 51 	68 11 25 55 24 	61 67 6 21 46 	7 54 3 44 87 	38 73 33 2 9 	36 82 85 86 54 	80 36 24 57 82 	77 51 75 72 76 	54 75 68 17 4 	47 88 74 54 40 	
62	18/04/2025	83 71 33 85 84 	47 19 44 36 31 	88 61 90 14 67 	55 59 54 65 23 	33 85 25 38 54 	38 45 18 27 90 	45 35 78 22 69 	16 2 13 44 25 	90 6 86 24 65 	83 35 85 24 63 	1 27 28 13 25 	
61	17/04/2025	82 36 16 3 81 	46 13 40 47 9 	23 87 68 48 86 	12 68 63 41 17 	66 58 51 21 61 	84 32 71 61 22 	69 18 82 75 12 	64 78 54 89 5 	68 49 86 23 25 	29 18 44 25 47 	2 74 67 88 84 	
60	15/04/2025	55 4 89 85 20 	28 29 83 74 11 	33 61 17 13 59 	3 89 46 30 34 	30 22 8 80 21 	28 48 38 62 76 	18 12 1 66 16 	29 79 26 16 44 	12 77 49 50 66 	64 45 57 85 1 	60 39 72 49 26 	
59	12/04/2025	47 7 11 43 61 	34 14 81 89 79 	81 16 28 3 21 	85 4 45 60 29 	69 30 6 13 55 	12 3 48 31 24 	48 6 68 66 28 	69 25 9 48 86 	29 85 52 54 62 	90 61 34 79 37 	18 14 88 10 27 	
58	11/04/2025	22 74 58 46 38 	41 49 31 65 79 	53 48 9 28 62 	86 67 47 19 70 	57 61 24 51 71 	28 79 49 55 41 	72 75 52 57 66 	12 80 4 15 51 	68 14 4 19 66 	18 67 17 56 40 	15 18 86 55 27 	
57	10/04/2025	55 40 19 11 8 	40 84 20 7 36 	60 12 8 10 74 	87 68 51 61 89 	20 49 60 82 4 	62 89 1 21 29 	63 69 81 78 70 	18 69 26 40 65 	74 83 78 16 81 	64 81 72 43 2 	4 45 30 55 34 	
56	08/04/2025	23 43 18 70 32 	68 86 69 48 67 	35 38 72 33 51 	88 74 80 84 61 	58 44 77 29 21 	50 45 37 16 27 	89 26 15 28 75 	42 46 82 48 31 	8 75 1 42 36 	57 40 61 17 2 	38 5 58 17 15 	
55	05/04/2025	10 58 3 61 14 	4 67 36 85 87 	70 45 80 62 6 	5 66 32 59 89 	20 56 2 87 47 	60 63 75 72 6 	14 80 30 76 70 	73 42 36 79 8 	26 74 83 78 31 	6 60 85 76 40 	44 11 71 6 37 	
54	04/04/2025	37 55 29 11 70 	10 16 4 1 81 	15 62 30 85 72 	16 7 34 25 18 	1 77 67 72 76 	47 14 55 87 45 	49 90 79 66 41 	28 14 10 65 88 	22 60 50 4 8 	23 60 74 52 43 	74 44 90 6 56 	
53	03/04/2025	71 57 74 66 81 	8 71 63 28 13 	2 77 51 48 40 	20 73 85 80 83 	13 69 82 14 43 	89 22 84 57 80 	88 17 29 43 68 	20 10 67 41 39 	59 43 71 34 78 	57 35 28 39 29 	52 72 73 26 77 	
52	01/04/2025	60 48 59 35 50 	42 63 88 44 90 	33 65 76 1 25 	29 82 70 19 43 	4 73 67 22 85 	65 27 10 6 66 	37 13 35 79 85 	51 14 63 71 89 	44 4 70 82 51 	61 88 27 82 66 	15 82 14 18 32 	
51	29/03/2025	7 78 26 37 31 	77 63 56 52 9 	51 38 34 43 63 	55 81 24 75 57 	87 51 86 10 21 	69 15 14 61 66 	6 81 31 72 13 	25 37 90 30 40 	90 8 13 76 54 	36 64 13 15 66 	9 85 39 13 88 	
50	28/03/2025	72 14 10 54 15 	89 47 13 21 14 	44 81 42 41 20 	46 26 37 43 49 	66 13 29 81 70 	80 1 38 60 54 	90 41 12 20 2 	61 7 60 43 86 	72 20 4 44 14 	52 18 28 63 58 	62 83 48 1 88 	
49	27/03/2025	22 74 77 75 90 	19 60 54 9 63 	30 68 88 74 72 	63 10 20 22 32 	76 78 32 72 84 	59 61 50 87 9 	62 56 9 79 38 	6 31 60 71 21 	64 54 45 68 30 	78 19 7 44 8 	32 85 43 27 4 	
48	25/03/2025	30 13 36 89 71 	75 69 53 81 1 	14 19 89 40 54 	50 67 23 4 89 	49 38 72 7 28 	82 31 77 43 25 	7 49 48 18 76 	5 42 53 22 9 	73 58 10 90 16 	3 59 24 11 74 	30 39 5 1 38 	
